countryname,ccode,iso3c,year,location,lat,lon,toa
United States,2,USA,2008,Camp Bullis,29.6888855,-98.5597725,1600
United States,2,USA,2008,Fort Hood,31.2014388,-97.7717578,47000
United States,2,USA,2008,Anniston Army Depot,33.6476162,-85.9696755,26000
United States,2,USA,2008,Yakima,46.601557,-120.5108421,29000
United States,2,USA,2008,Wheeler Afb,47.130955,-119.238337,51000
United States,2,USA,2008,Fort Riley,39.1714753,-96.7798334,28000
United States,2,USA,2008,Fort Stewart,31.8694349,-81.6077657,36000
United States,2,USA,2008,Hawthorne Army Ammunition Plant,36.946863,-82.602228,11800
United States,2,USA,2008,Fort Leonard Wood,37.70114,-92.1693303,3800
United States,2,USA,2008,Fort Leonard Wood,37.70114,-92.1693303,4000
United States,2,USA,2008,Schofield Barracks,21.4933652,-158.065188,43000
United States,2,USA,2008,Fort Bragg,35.1422775,-78.9987279,47400
United States,2,USA,2008,Fort Irwin,35.3833955,-116.5447533,18500
United States,2,USA,2008,Presidio Monterey,36.6030801,-121.9142738,28000
United States,2,USA,2008,Fort Wainwright,64.6053824,-147.8563083,60000
United States,2,USA,2008,Fort Irwin,35.3833955,-116.5447533,5500
United States,2,USA,2008,Schofield Barracks,21.4933652,-158.065188,45000
United States,2,USA,2008,Fort Shafter,21.3507612,-157.8840168,31000
United States,2,USA,2008,Fort Stewart,31.8694349,-81.6077657,26000
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,12000
United States,2,USA,2008,Fort Sill,34.6710832,-98.3894604,2900
United States,2,USA,2008,Fort Carson,38.5906561,-104.8157641,4900
United States,2,USA,2008,Fort Lewis,47.1086912,-122.5549795,5000
United States,2,USA,2008,Fort Bragg,35.1422775,-78.9987279,4800
United States,2,USA,2008,Fort Campbell,36.6313383,-87.6156884,5000
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,66000
United States,2,USA,2008,Fort Leavenworth,39.345184,-94.921703,55000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,51000
United States,2,USA,2008,Fort Campbell,36.6313383,-87.6156884,49000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,73000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,5800
United States,2,USA,2008,Fort Bragg,35.1422775,-78.9987279,51000
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,55000
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,40000
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,44000
United States,2,USA,2008,Fort Lewis,47.1086912,-122.5549795,102000
United States,2,USA,2008,Dover Afb,39.1283048,-75.4679193,17500
United States,2,USA,2008,Fort Knox,37.8976552,-85.9038521,6700
United States,2,USA,2008,Red River Army Depot,33.4312116,-94.3187785,9200
United States,2,USA,2008,Fort Sam Houston,29.4623536,-98.4320524,1950
United States,2,USA,2008,Fort Wainwright,64.6053824,-147.8563083,14000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,56000
United States,2,USA,2008,Miami Doral,25.7868018,-80.3656831,237000
United States,2,USA,2008,Fort Huachuca,31.5272545,-110.3606321,11000
United States,2,USA,2008,Fort Carson,38.5906561,-104.8157641,9300
United States,2,USA,2008,Fort Belvoir,38.7282122,-77.1509829,13000
United States,2,USA,2008,Springville,42.0594453,-91.4426703,3300
United States,2,USA,2008,Camp Robinson,32.3095686,-102.5553984,5500
United States,2,USA,2008,Sacramento Army Depot,32.801057,-105.613024,21000
United States,2,USA,2008,Camp Roberts,39.1783828,-86.1936016,2850
United States,2,USA,2008,Niantic,39.8539297,-89.1661942,13600
United States,2,USA,2008,Jacksonville,30.3321838,-81.655651,12200
United States,2,USA,2008,Orchard Trainig Area,42.575418,-83.373058,1700
United States,2,USA,2008,St Clair County,38.4616972,-89.9324347,8100
United States,2,USA,2008,Camp Ripley,46.2026955,-94.4421323,4850
United States,2,USA,2008,Whiteman Afb,38.7299184,-93.5613436,30000
United States,2,USA,2008,Ontario,34.065846,-117.6484304,11000
United States,2,USA,2008,Gettysburg,39.8308973,-77.231012,6300
United States,2,USA,2008,Huntingdon,40.4847959,-78.0102813,7500
United States,2,USA,2008,East Fallowfield Township,39.9505489,-75.8290581,8300
United States,2,USA,2008,Philadelphia,39.9527237,-75.1635262,3650
United States,2,USA,2008,Kutztown,40.5173165,-75.7774177,6800
United States,2,USA,2008,Lebanon,40.3429683,-76.4233816,7800
United States,2,USA,2008,Graterford,40.2256585,-75.454623,7300
United States,2,USA,2008,Holidaysburg,40.431246,-78.320646,9400
United States,2,USA,2008,Hanover,39.8063247,-76.9842735,5500
United States,2,USA,2008,Carlisle,40.201499,-77.1890783,7800
United States,2,USA,2008,Philadelphia,39.9527237,-75.1635262,10000
United States,2,USA,2008,Fort Indiantown Gap,40.4398111,-76.5982992,9500
United States,2,USA,2008,Hazelton,37.090303,-98.3984073,5600
United States,2,USA,2008,East Greenwich,41.6603788,-71.4558911,8200
United States,2,USA,2008,N. Kingstown,41.5514283,-71.4693875,33000
United States,2,USA,2008,Camp Bowie,38.9424464,-76.7301718,1500
United States,2,USA,2008,Fort Wolters,32.8524756,-98.0309755,2100
United States,2,USA,2008,North Salt Lake,40.8485564,-111.9068824,12200
United States,2,USA,2008,Fort Pickett,37.0436223,-77.9075283,1050
United States,2,USA,2008,Camp Dawson,41.8427629,-94.2224617,4500
United States,2,USA,2008,Camp Guernsey,42.2610598,-104.7320808,2650
United States,2,USA,2008,Fort Hunter Liggett,35.9522262,-121.2306495,2534
United States,2,USA,2008,Garden Grove,33.7746292,-117.9463717,25440
United States,2,USA,2008,Fort Dix,40.0301105,-74.6201691,17000
United States,2,USA,2008,Ellsworth,38.6942009,-98.2149289,9100
United States,2,USA,2008,Fort Mccoy,44.0251114,-90.6797461,8523
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,15923
United States,2,USA,2008,Fort Hunter Liggett,35.9522262,-121.2306495,4501
United States,2,USA,2008,Fort Worth,32.753177,-97.3327459,15076
United States,2,USA,2008,Butte,39.6519275,-121.5858444,7629
United States,2,USA,2008,Cherry Point Marine Corps Air Station,37.729326,-88.926092,12110
United States,2,USA,2008,Nolf Washington County,41.157053,-85.486944,10060
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,8510
United States,2,USA,2008,Great Lakes,42.3093241,-87.8496551,16650
United States,2,USA,2008,Bangor,44.8011821,-68.7778138,39750
United States,2,USA,2008,San Diego,32.7174202,-117.1627728,9040
United States,2,USA,2008,San Diego,32.7174202,-117.1627728,14590
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,29050
United States,2,USA,2008,Pearl Harbor,21.3557748,-157.9991298,99860
United States,2,USA,2008,Bremerton,47.5653663,-122.6246836,47240
United States,2,USA,2008,Beaufort,32.4315813,-80.6698286,6800
United States,2,USA,2008,Cherry Point Marine Corps Air Station,37.729326,-88.926092,16500
United States,2,USA,2008,Norfolk,36.8462923,-76.2929252,11510
United States,2,USA,2008,Suitland,38.848724,-76.9238625,52069
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,27800
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,17980
United States,2,USA,2008,Corpus Christi,27.7951482,-97.3942053,14290
United States,2,USA,2008,Twentynine Palms,34.1356915,-116.0543506,34329
United States,2,USA,2008,Norfolk,36.8462923,-76.2929252,53850
United States,2,USA,2008,Parris Island,32.3351978,-80.6923295,25322
United States,2,USA,2008,Quantico,38.5228755,-77.2901863,26680
United States,2,USA,2008,Parris Island,32.3351978,-80.6923295,5530
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,8080
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,14120
United States,2,USA,2008,Patuxent River,38.8142728,-76.7117773,17990
United States,2,USA,2008,Chesapeake,36.7183708,-76.2466798,8450
United States,2,USA,2008,Wahiawa,21.5006241,-158.016672,65410
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,17730
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,21720
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,12590
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,14480
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,9170
United States,2,USA,2008,Great Lakes,42.3093241,-87.8496551,10221
United States,2,USA,2008,Whidbey Island,48.1581426,-122.5974294,23910
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,31980
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,5830
United States,2,USA,2008,Patuxent River,38.8142728,-76.7117773,13650
United States,2,USA,2008,New River,37.7301385,-80.9057796,22530
United States,2,USA,2008,New River,37.7301385,-80.9057796,17330
United States,2,USA,2008,New River,37.7301385,-80.9057796,14570
United States,2,USA,2008,Yuma,32.665135,-114.4760316,22980
United States,2,USA,2008,Yuma,32.665135,-114.4760316,10740
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,6050
United States,2,USA,2008,Kaneohe Bay,39.199246,-81.46023,37961
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,16460
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,29970
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,4400
United States,2,USA,2008,Quantico,38.5228755,-77.2901863,18839
United States,2,USA,2008,Bremerton,47.5653663,-122.6246836,91070
United States,2,USA,2008,Patuxent River,38.8142728,-76.7117773,6720
United States,2,USA,2008,Panama City,30.1600827,-85.6545729,13870
United States,2,USA,2008,Bremerton,47.5653663,-122.6246836,28690
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,26530
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,18090
United States,2,USA,2008,Blount Island,30.4002278,-81.5363332,7570
United States,2,USA,2008,Evergreen,31.4334994,-86.9569176,9560
United States,2,USA,2008,Detroit,42.3315509,-83.046640300000007,4030
United States,2,USA,2008,Wright-Patterson Afb,39.8071,-84.0697,10277
United States,2,USA,2008,Austin,30.2711286,-97.7436995,6490
United States,2,USA,2008,Quantico,38.5228755,-77.2901863,2410
United States,2,USA,2008,Miramar,25.9873137,-80.2322706,5580
United States,2,USA,2008,Sioux Falls,43.549973,-96.7003324,3730
United States,2,USA,2008,Portland,45.5202471,-122.6741949,1900
United States,2,USA,2008,Fort Worth,32.753177,-97.3327459,4920
United States,2,USA,2008,Fort Worth,32.753177,-97.3327459,5140
United States,2,USA,2008,Fort Worth,32.753177,-97.3327459,12454
United States,2,USA,2008,Hickam Afb,21.3330347,-157.9517643,16500
United States,2,USA,2008,Fort Carson,38.5906561,-104.8157641,13500
United States,2,USA,2008,Fort Riley,39.1714753,-96.7798334,12515
United States,2,USA,2008,Altus Afb,34.6629543,-99.2799413,2000
United States,2,USA,2008,Bolling Afb,38.8377469,-77.0170934,2500
United States,2,USA,2008,Cannon Afb,34.3863913,-103.316328,1688
United States,2,USA,2008,Davis-Monthan Afb,32.1707957,-110.8699024,11200
United States,2,USA,2008,Edwards Air Force Base,34.889855,-117.8329682,35000
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,8300
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,35000
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,49000
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,39000
United States,2,USA,2008,Eglin Afb,30.461382,-86.5468344,27000
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,13800
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,21400
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,7100
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,27880
United States,2,USA,2008,F. E. Warren Afb,41.1663407,-104.8627525,14600
United States,2,USA,2008,Schriever Afb,38.8026256,-104.5162124,24500
United States,2,USA,2008,Hickam Afb,21.3330347,-157.9517643,15471
United States,2,USA,2008,Hill Afb,41.1227542,-111.977344,8399
United States,2,USA,2008,Hill Afb,41.1227542,-111.977344,8400
United States,2,USA,2008,Lackland Afb,29.3862862,-98.6009001,14000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,14000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,11000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,57000
United States,2,USA,2008,Minot Afb,48.420011,-101.3372095,18200
United States,2,USA,2008,Offutt Afb,41.1173841,-95.9082652,16952
United States,2,USA,2008,Patrick Afb,28.2422228,-80.6091074,11854
United States,2,USA,2008,Robins Afb,32.6178258,-83.5770746,14700
United States,2,USA,2008,Scott Afb,38.541616,-89.8519635,16700
United States,2,USA,2008,Tinker Afb,35.4117548,-97.3907974,34600
United States,2,USA,2008,Travis Afb,38.2632198,-121.945363,4600
United States,2,USA,2008,Travis Afb,38.2632198,-121.945363,22000
United States,2,USA,2008,Tyndall Afb,30.0691172,-85.5772755,19014
United States,2,USA,2008,Tyndall Afb,30.0691172,-85.5772755,25100
United States,2,USA,2008,U.s. Air Force Academy,39.0130908,-104.8868756,15000
United States,2,USA,2008,Hill Afb,41.1227542,-111.977344,3200
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,4550
United States,2,USA,2008,Elmendorf Afb,61.2532391,-149.8081802,10400
United States,2,USA,2008,E Wv Regional Airport - Shepherd Field,40.349516,-79.126142,26000
United States,2,USA,2008,Memphis Iap,41.095349,-96.433849,3200
United States,2,USA,2008,E Wv Regional Airport - Shepherd Field,40.349516,-79.126142,5176
United States,2,USA,2008,Camp Beauregard,31.4387555,-92.2906235,1800
United States,2,USA,2008,Hulman Regional Airport,33.628071,-82.904574,7700
United States,2,USA,2008,Fort Indiantown Gap,40.4398111,-76.5982992,6400
United States,2,USA,2008,E Wv Regional Airport - Shepherd Field,40.349516,-79.126142,7600
United States,2,USA,2008,Mcghee-Tyson Airport,35.809553,-83.9988481,3200
United States,2,USA,2008,Memphis Iap,41.095349,-96.433849,6676
United States,2,USA,2008,Memphis Iap,41.095349,-96.433849,1500
United States,2,USA,2008,Otis Angb,30.313483,-81.89044,1800
United States,2,USA,2008,Blue Grass Army Depot,37.6981122,-84.2203898,51017
United States,2,USA,2008,Pueblo Depot,34.055869,-118.2389462,35159
United States,2,USA,2008,Pentagon,38.8708932,-77.0545071,18531
United States,2,USA,2008,Camp Bullis,29.6888855,-98.5597725,7400
United States,2,USA,2008,Norfolk,36.8462923,-76.2929252,6450
United States,2,USA,2008,Fort Detrick,39.4353796,-77.4285967,150000
United States,2,USA,2008,Fort Drum,27.5267045,-80.8067268,41000
United States,2,USA,2008,Fort Lewis,47.1086912,-122.5549795,21000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,5000
United States,2,USA,2008,Great Lakes,42.3093241,-87.8496551,99000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,41400
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,8310
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,5770
United States,2,USA,2008,Camp Pendleton,33.3070018,-117.47376,5950
United States,2,USA,2008,Little Creek,39.1660165,-75.4480759,14000
United States,2,USA,2008,Little Creek,39.1660165,-75.4480759,34000
United States,2,USA,2008,Coronado,32.6915199,-117.1766947,12000
United States,2,USA,2008,Dam Neck,36.7875023,-75.9640081,14000
United States,2,USA,2008,Little Creek,39.1660165,-75.4480759,51000
United States,2,USA,2008,Dam Neck,36.7875023,-75.9640081,94500
United States,2,USA,2008,Hurlburt Field,30.4312921,-86.6902291,4711
United States,2,USA,2008,Hurlburt Field,30.4312921,-86.6902291,5500
United States,2,USA,2008,Hurlburt Field,30.4312921,-86.6902291,14900
United States,2,USA,2008,Fort Campbell,36.6313383,-87.6156884,35000
United States,2,USA,2008,Fort Bragg,35.1422775,-78.9987279,8000
United States,2,USA,2008,Fort Bragg,35.1422775,-78.9987279,39250
United States,2,USA,2008,Hurlburt Field,30.4312921,-86.6902291,4000
United States,2,USA,2008,Fort Lewis,47.1086912,-122.5549795,30000
United States,2,USA,2008,Fort Lewis,47.1086912,-122.5549795,47000
United States,2,USA,2008,Hunter Angs,31.919352,-93.657835,13800
United States,2,USA,2008,Fort Campbell,36.6313383,-87.6156884,18500
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,21000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,5000
United States,2,USA,2008,Fort Benning,32.3523691,-84.9688191,9000
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,35500
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,10500
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,6910
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,10800
United States,2,USA,2008,Macdill Afb,27.8436408,-82.5028722,12200
United States,2,USA,2008,Cannon Afb,34.3863913,-103.316328,7500
United States,2,USA,2008,Camp Lejeune,34.639415,-77.342016,2014
United States,2,USA,2008,Augusta,33.4709714,-81.9748429,100000
United States,2,USA,2008,Fort Meade,27.7522526,-81.8017491,7901
United States,2,USA,2008,Kunia,21.4033108,-158.029654,136318
United States,2,USA,2008,Fort Meade,27.7522526,-81.8017491,4000
United States,2,USA,2008,Bolling Afb,38.8377469,-77.0170934,1012
United States,2,USA,2008,Hickam Afb,21.3330347,-157.9517643,11900
United States,2,USA,2008,Key West,24.5625566,-81.7724368,1874
United States,2,USA,2008,Kirtland Afb,34.998062,-106.5156776,1800
United States,2,USA,2008,Fort Belvoir,38.7282122,-77.1509829,5000
United States,2,USA,2008,Point Loma Annex,30.677896,-95.806773,140000
United States,2,USA,2008,Columbus,39.9622601,-83.0007065,4000
United States,2,USA,2008,Def Distribution Depot New Cumberland,39.402589999999996,-75.040419,21000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,9000
United States,2,USA,2009,Fort Bragg,35.1422775,-78.9987279,3200
United States,2,USA,2009,Corpus Christi,27.7951482,-97.3942053,39000
United States,2,USA,2009,Fort Wainwright,64.6053824,-147.8563083,12400
United States,2,USA,2009,Tobyhanna Army Depot,41.1981978,-75.4318731,15000
United States,2,USA,2009,Presidio Monterey,36.6030801,-121.9142738,15000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,10800
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,39000
United States,2,USA,2009,U.s. Military Academy,29.876569,-81.326476,67000
United States,2,USA,2009,Red River Army Depot,33.4312116,-94.3187785,6900
United States,2,USA,2009,Carlisle Barracks,40.2047363,-77.1641948,13400
United States,2,USA,2009,Wahiawa,21.5006241,-158.016672,40000
United States,2,USA,2009,Anniston Army Depot,33.6476162,-85.9696755,27000
United States,2,USA,2009,Fort Leonard Wood,37.70114,-92.1693303,2350
United States,2,USA,2009,Fort Riley,39.1714753,-96.7798334,15000
United States,2,USA,2009,Fort Irwin,35.3833955,-116.5447533,22100
United States,2,USA,2009,Sierra Ad,43.0884379,-77.6261493,12400
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,30000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,42000
United States,2,USA,2009,Fort Wainwright,64.6053824,-147.8563083,63000
United States,2,USA,2009,Anniston Army Depot,33.6476162,-85.9696755,18000
United States,2,USA,2009,Fort Wainwright,64.6053824,-147.8563083,21000
United States,2,USA,2009,Fort Wainwright,64.6053824,-147.8563083,14000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,2300
United States,2,USA,2009,Fort Belvoir,38.7282122,-77.1509829,7200
United States,2,USA,2009,Fort Sam Houston,29.4623536,-98.4320524,96000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,42000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,17500
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,16000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2450
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2400
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2400
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2350
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2500
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,2500
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,4900
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,4500
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,4900
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,8800
United States,2,USA,2009,Fort Riley,39.1714753,-96.7798334,79000
United States,2,USA,2009,Fort Riley,39.1714753,-96.7798334,38000
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,54000
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,47000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,6900
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,102000
United States,2,USA,2009,"Fort Drum, New York",44.1337512,-75.5766325,29000
United States,2,USA,2009,"Fort Drum, New York",44.1337512,-75.5766325,24000
United States,2,USA,2009,Yuma,32.665135,-114.4760316,3800
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,12600
United States,2,USA,2009,Fort Irwin,35.3833955,-116.5447533,17500
United States,2,USA,2009,Fort Leonard Wood,37.70114,-92.1693303,18500
United States,2,USA,2009,Fort Bragg,35.1422775,-78.9987279,20500
United States,2,USA,2009,Fort Campbell,36.6313383,-87.6156884,15513
United States,2,USA,2009,Schofield Barracks,21.4933652,-158.065188,65000
United States,2,USA,2009,Schofield Barracks,21.4933652,-158.065188,69000
United States,2,USA,2009,Schofield Barracks,21.4933652,-158.065188,27000
United States,2,USA,2009,Schofield Barracks,21.4933652,-158.065188,42000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,121000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,148000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,148000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,154000
United States,2,USA,2009,Fort Lee,40.8509333,-73.9701382,90000
United States,2,USA,2009,Fort Lee,40.8509333,-73.9701382,10600
United States,2,USA,2009,Fort Hood,31.2014388,-97.7717578,32000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,32000
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,30000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,34000
United States,2,USA,2009,Fort Eustis,37.1259192,-76.6013522,14400
United States,2,USA,2009,Fort Polk,31.0520668,-93.1712188,29000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,45000
United States,2,USA,2009,Fort Sill,34.6710832,-98.3894604,63000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,10200
United States,2,USA,2009,Schofield Barracks,21.4933652,-158.065188,76000
United States,2,USA,2009,"Fort Drum, New York",44.1337512,-75.5766325,37000
United States,2,USA,2009,Fort Campbell,36.6313383,-87.6156884,47000
United States,2,USA,2009,Fort Campbell,36.6313383,-87.6156884,37000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,9100
United States,2,USA,2009,Fort Huachuca,31.5272545,-110.3606321,11200
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,27000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,16000
United States,2,USA,2009,Fort Benning,32.3523691,-84.9688191,13800
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,15000
United States,2,USA,2009,Fort Campbell,36.6313383,-87.6156884,8600
United States,2,USA,2009,Fort Richardson,61.2773666,-149.634759,15000
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,27000
United States,2,USA,2009,Fort Jackson,29.3570565,-89.4547218,30000
United States,2,USA,2009,Miami Doral,25.7868018,-80.3656831,81600
United States,2,USA,2009,Fort Myer,38.877461,-77.080828,14000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,22000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,59000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,28000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,98000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,46000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,20000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,93000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,36000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,75000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,44000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,90000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,44000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,90000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,84000
United States,2,USA,2009,Fort Stewart,31.8694349,-81.6077657,67000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,81000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,81000
United States,2,USA,2009,Fort Carson,38.5906561,-104.8157641,69000
United States,2,USA,2009,Fort Bliss,32.2463821,-106.3742617,100000
United States,2,USA,2009,Fort Riley,39.1714753,-96.7798334,23000
United States,2,USA,2009,Fort Bragg,35.1422775,-78.9987279,13200
United States,2,USA,2009,Fort Mc Clellan,33.638024,-111.675357,3000
United States,2,USA,2009,Camp Navajo,35.2023387,-111.8421521,13000
United States,2,USA,2009,Florence,34.79981,-87.677251,13800
United States,2,USA,2009,Papago Military Reservation,19.785799,-155.09456,24000
United States,2,USA,2009,Denver,39.7392364,-104.9848623,9000
United States,2,USA,2009,Grand Junction,39.063956,-108.5507317,9000
United States,2,USA,2009,East Haven,41.2762081,-72.8684337,13800
United States,2,USA,2009,Camp Rell,34.8272115,-80.2176063,28000
United States,2,USA,2009,New Castle,40.9999202,-80.3471856,28000
United States,2,USA,2009,Camp Blanding,29.9468559,-81.9732405,12400
United States,2,USA,2009,Dobbins Arb,33.9132982,-84.5162199,45000
United States,2,USA,2009,Orchard Trainig Area,42.575418,-83.373058,1850
United States,2,USA,2009,Camp Atterbury,39.2890345,-86.0406433,5800
United States,2,USA,2009,Lawrence,38.9719384,-95.2359496,21000
United States,2,USA,2009,Bangor,44.8011821,-68.7778138,20000
United States,2,USA,2009,Salisbury,35.6709727,-80.4742261,9800
United States,2,USA,2009,Edgewood,42.6449174,-91.4007896,28000
United States,2,USA,2009,Methuen,42.7262016,-71.1908924,21000
United States,2,USA,2009,Arden Hills,45.0761409,-93.1666945,15000
United States,2,USA,2009,"Fort Drum, New York",44.1337512,-75.5766325,11000
United States,2,USA,2009,Queensbury,43.3618532,-73.6652451,5900
United States,2,USA,2009,Eastover,35.099219,-78.7882955,28000
United States,2,USA,2009,Anderson,31.7819242,-95.6258199,12000
United States,2,USA,2009,Beaufort,32.4315813,-80.6698286,3400
United States,2,USA,2009,Rapid City,44.0869329,-103.2274481,29000
United States,2,USA,2009,Camp Williams,34.2323905,-117.7907743,17500
United States,2,USA,2009,Fort Pickett,37.0436223,-77.9075283,2950
United States,2,USA,2009,Fort Lewis,47.1086912,-122.5549795,32000
United States,2,USA,2009,Arlington,32.701939,-97.1056238,15500
United States,2,USA,2009,Fort Mccoy,44.0251114,-90.6797461,4000
United States,2,USA,2009,Fort Devens,42.535333,-71.6457931,1900
United States,2,USA,2009,Fort Dix,40.0301105,-74.6201691,3825
United States,2,USA,2009,Fort Hunter Liggett,35.9522262,-121.2306495,3950
United States,2,USA,2009,Shoreham,40.9573208,-72.9076025,15031
United States,2,USA,2009,Kingston,41.9287812,-74.0023702,13494
United States,2,USA,2009,Fort Shafter,21.3507612,-157.8840168,19199
United States,2,USA,2009,Letterkenny Army Depot,40.0214283,-77.6986646,14914
United States,2,USA,2009,Hayden Lake,47.7587944,-116.7568579,9580
