MMEID,Ex_Name,Series_Name,gwcode,country,year,Location,lat,lon,StartDate,s.year,s.month,s.day,EndDate,e.year,e.month,e.day,CPX,Air,Land,Sea,Amphibious,Cyber,Warfighting,Peacekeeping,Humanitarian,FocusDescription,AdditionalParticipantInfo,participant_count
mme1693,Cooperative Best Effort 98,CBE,310,Hungary,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,325,Italy,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,367,Latvia,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,359,Moldova,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,210,Netherlands,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,343,North Macedonia,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,385,Norway,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,290,Poland,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,235,Portugal,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,360,Romania,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,230,Spain,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,640,Turkey,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1693,Cooperative Best Effort 98,CBE,369,Ukraine,1998,"Krivolak, Macedonia",41.5284194,22.1206661,9/10/98,1998,9,10,9/18/98,1998,9,18,0,1,0,0,0,0,0,1,0,aims at coordinating troops from different countries in a typical peacekeeping scenario and focuses on fostering mutual understanding and improving interoperability,NA,24
mme1694,Dragon-Zagan,NA,210,Netherlands,1998,"Zagan, Zielona Gora province western Poland",51.6178445,15.3248325,9/21/98,1998,9,21,10/3/98,1998,10,3,0,0,1,0,0,0,1,0,0,"includes artillerists, sappers, signallers and logisticians",NA,2
mme1694,Dragon-Zagan,NA,290,Poland,1998,"Zagan, Zielona Gora province western Poland",51.6178445,15.3248325,9/21/98,1998,9,21,10/3/98,1998,10,3,0,0,1,0,0,0,1,0,0,"includes artillerists, sappers, signallers and logisticians",NA,2
mme1695,Dynamic Mix 98,Dynamic Mix,20,Canada,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,220,France,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,260,Germany,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,350,Greece,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,325,Italy,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,210,Netherlands,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,235,Portugal,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,230,Spain,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,640,Turkey,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,200,United Kingdom,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1695,Dynamic Mix 98,Dynamic Mix,2,United States,1998,Italy; Greece; Turkey,39.074208,21.824312,9/30/98,1998,9,30,10/27/98,1998,10,27,0,0,0,0,0,0,1,0,0,aimed at curbing and resolving a real crisis in the balkan area,NA,11
mme1697,Lightning '98,NA,339,Albania,1998,border zone between Albania and Greece,41.153332,20.168331,1998-09-xx,1998,9,xx,1998-09-xx,1998,9,xx,0,0,1,0,0,0,1,0,1,show the capability to eliminate the consequences of natural calamities,NA,2
mme1697,Lightning '98,NA,350,Greece,1998,border zone between Albania and Greece,41.153332,20.168331,1998-09-xx,1998,9,xx,1998-09-xx,1998,9,xx,0,0,1,0,0,0,1,0,1,show the capability to eliminate the consequences of natural calamities,NA,2
mme1698,Nordic Peace-98,Nordic Peace,390,Denmark,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,366,Estonia,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,375,Finland,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,367,Latvia,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,368,Lithuania,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,385,Norway,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1698,Nordic Peace-98,Nordic Peace,380,Sweden,1998,"Gotland, Sweden",57.4684121,18.4867447,9/28/98,1998,9,28,10/9/98,1998,10,9,0,0,1,0,0,0,0,0,1,improve cooperation between multinational forces and humanitarian organizations,NA,7
mme1699,Open Spirit 98,Open Spirit,211,Belgium,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,390,Denmark,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,366,Estonia,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,375,Finland,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,220,France,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,260,Germany,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,367,Latvia,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,368,Lithuania,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,210,Netherlands,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme1699,Open Spirit 98,Open Spirit,290,Poland,1998,Baltic Sea near the shores of Estonia,58.487952,19.863281,9/15/98,1998,9,15,9/22/98,1998,9,22,0,0,0,1,0,0,1,0,0,Unexploded mines and torpedoes from World War II will be located and destroyed,NA,10
mme170,Datex 81,Datex,211,Belgium,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,260,Federal Republic of Germany,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,220,France,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,210,Netherlands,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,235,Portugal,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,230,Spain,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme170,Datex 81,Datex,200,United Kingdom,1981,"France, Eastern part of France and Bretagne",48.2020471,-2.9326435,3/17/81,1981,3,17,3/18/81,1981,3,18,0,1,1,1,0,0,1,0,0,"to train the air force in a manner approximate to actual war and to test the reaction ability of the air force in interception, defence and logistic control",NA,7
mme1700,Peace Shield 98,Peace Shield,370,Belarus,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,355,Bulgaria,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,20,Canada,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,366,Estonia,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,372,Georgia,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,260,Germany,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,350,Greece,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,310,Hungary,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,367,Latvia,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,359,Moldova,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,210,Netherlands,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,290,Poland,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,360,Romania,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,640,Turkey,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,369,Ukraine,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1700,Peace Shield 98,Peace Shield,2,United States,1998,"Ukraine, Lviv",49.839683,24.029717,9/14/98,1998,9,14,9/24/98,1998,9,24,1,0,0,0,0,0,0,1,0,carrying out peacekeeping operations in an ethnic conflict zone in an imaginary country,NA,16
mme1701,Uhlan's Eagle 98,Ulan Eagle,290,Poland,1998,"Drawsko, Koszalin, Poland",54.1931634,16.1670331,1998-09-xx,1998,9,xx,1998-09-xx,1998,9,xx,0,0,1,0,0,0,1,0,0,landing operation that will open the exercise.,NA,2
mme1701,Uhlan's Eagle 98,Ulan Eagle,200,United Kingdom,1998,"Drawsko, Koszalin, Poland",54.1931634,16.1670331,1998-09-xx,1998,9,xx,1998-09-xx,1998,9,xx,0,0,1,0,0,0,1,0,0,landing operation that will open the exercise.,NA,2
mme1702,Joint Maritime Course,JMC,211,Belgium,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,20,Canada,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,390,Denmark,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,220,France,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,260,Germany,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,325,Italy,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,210,Netherlands,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,385,Norway,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,230,Spain,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,640,Turkey,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,200,United Kingdom,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1702,Joint Maritime Course,JMC,2,United States,1998,"Kinloss, UK",57.636228,-3.563316,10/27/98,1998,10,27,11/5/98,1998,11,5,0,1,0,1,0,0,1,0,0,joint maritime exercise provides a multi-threat environment,NA,12
mme1703,Concordia,NA,220,France,1998,Germany,51.165691,10.451526,10/15/98,1998,10,15,10/23/98,1998,10,23,0,0,0,0,0,0,1,0,0,military exercises of the German-French Corps,NA,2
mme1703,Concordia,NA,260,Germany,1998,Germany,51.165691,10.451526,10/15/98,1998,10,15,10/23/98,1998,10,23,0,0,0,0,0,0,1,0,0,military exercises of the German-French Corps,NA,2
mme1704,Foal Eagle 98,FE,732,South Korea,1998,South Korea,35.907757,127.766922,10/27/98,1998,10,27,11/6/98,1998,11,6,0,0,1,1,1,0,1,0,0,aimed at preparing troops here for readiness against potential rear guard guerrilla operations by North Korea,NA,2
mme1704,Foal Eagle 98,FE,2,United States,1998,South Korea,35.907757,127.766922,10/27/98,1998,10,27,11/6/98,1998,11,6,0,0,1,1,1,0,1,0,0,aimed at preparing troops here for readiness against potential rear guard guerrilla operations by North Korea,NA,2
mme1705,Iron Cobra 99,Iron Snake,651,Egypt,1998,Egypt,26.820553,30.802498,10/22/98,1998,10,22,11/17/98,1998,11,17,0,1,0,0,0,0,1,0,0,"enhance Egyptian defense capabilities, strengthen military-to-military relationships, and improve ties",NA,2
mme1705,Iron Cobra 99,Iron Snake,2,United States,1998,Egypt,26.820553,30.802498,10/22/98,1998,10,22,11/17/98,1998,11,17,0,1,0,0,0,0,1,0,0,"enhance Egyptian defense capabilities, strengthen military-to-military relationships, and improve ties",NA,2
mme1706,Jalibut,NA,220,France,1998,Qatar,25.354826,51.183884,10/21/98,1998,10,21,10/22/98,1998,10,22,0,0,0,0,1,0,1,0,0,under a defence pact linking the two countries,NA,2
mme1706,Jalibut,NA,694,Qatar,1998,Qatar,25.354826,51.183884,10/21/98,1998,10,21,10/22/98,1998,10,22,0,0,0,0,1,0,1,0,0,under a defence pact linking the two countries,NA,2
mme1708,Nikiforos 98,Nikiforos,352,Cyprus,1998,airbase near Paphos,34.7171999,32.4842074,10/20/98,1998,10,20,10/25/98,1998,10,25,0,1,0,1,0,0,1,0,0,extend its air power to Cyprus southern flank,NA,2
mme1708,Nikiforos 98,Nikiforos,350,Greece,1998,airbase near Paphos,34.7171999,32.4842074,10/20/98,1998,10,20,10/25/98,1998,10,25,0,1,0,1,0,0,1,0,0,extend its air power to Cyprus southern flank,NA,2
mme1709,Passex,NA,360,Romania,1998,"Constanta, Romania",44.1598013,28.6348138,1998-10-xx,1998,10,xx,1998-10-xx,1998,10,xx,0,0,0,1,0,0,1,0,0,"theoretical and practical training, as well as the degree of interoperability.",NA,2
mme1709,Passex,NA,200,United Kingdom,1998,"Constanta, Romania",44.1598013,28.6348138,1998-10-xx,1998,10,xx,1998-10-xx,1998,10,xx,0,0,0,1,0,0,1,0,0,"theoretical and practical training, as well as the degree of interoperability.",NA,2
mme171,Soyuz (Union) 81,Soyuz,315,Czechoslovakia,1981,"poland, the german democratic republic, czechoslavakia and the ussr,",51.919438,19.145136,3/17/81,1981,3,17,4/8/81,1981,4,8,0,1,1,1,0,0,1,0,0,combined operations by the ground and naval forces,NA,4
mme171,Soyuz (Union) 81,Soyuz,265,German Democratic Republic,1981,"poland, the german democratic republic, czechoslavakia and the ussr,",51.919438,19.145136,3/17/81,1981,3,17,4/8/81,1981,4,8,0,1,1,1,0,0,1,0,0,combined operations by the ground and naval forces,NA,4
mme171,Soyuz (Union) 81,Soyuz,290,Poland,1981,"poland, the german democratic republic, czechoslavakia and the ussr,",51.919438,19.145136,3/17/81,1981,3,17,4/8/81,1981,4,8,0,1,1,1,0,0,1,0,0,combined operations by the ground and naval forces,NA,4
mme171,Soyuz (Union) 81,Soyuz,365,Russia,1981,"poland, the german democratic republic, czechoslavakia and the ussr,",51.919438,19.145136,3/17/81,1981,3,17,4/8/81,1981,4,8,0,1,1,1,0,0,1,0,0,combined operations by the ground and naval forces,NA,4
mme1710,Peaceful Bridge '98,NA,NA,-9,1998,Istanbul,41.0082376,28.9783589,1998-10-xx,1998,10,xx,10/4/98,1998,10,4,0,0,1,0,0,0,1,0,0,multinational military drill,within the Partnership for Peace,2
mme1710,Peaceful Bridge '98,NA,360,Romania,1998,Istanbul,41.0082376,28.9783589,1998-10-xx,1998,10,xx,10/4/98,1998,10,4,0,0,1,0,0,0,1,0,0,multinational military drill,within the Partnership for Peace,2
mme1711,Sea Breeze 98,Sea Breeze,355,Bulgaria,1998,"Ukraine, Off Odessa, Black Sea",46.482526,30.7233095,10/28/98,1998,10,28,10/31/98,1998,10,31,0,0,1,1,0,0,0,0,1,practice international sea peace-keeping interactions in humanitarian and rescue operations,NA,11
mme1711,Sea Breeze 98,Sea Breeze,220,France,1998,"Ukraine, Off Odessa, Black Sea",46.482526,30.7233095,10/28/98,1998,10,28,10/31/98,1998,10,31,0,0,1,1,0,0,0,0,1,practice international sea peace-keeping interactions in humanitarian and rescue operations,NA,11
mme1711,Sea Breeze 98,Sea Breeze,372,Georgia,1998,"Ukraine, Off Odessa, Black Sea",46.482526,30.7233095,10/28/98,1998,10,28,10/31/98,1998,10,31,0,0,1,1,0,0,0,0,1,practice international sea peace-keeping interactions in humanitarian and rescue operations,NA,11
mme1711,Sea Breeze 98,Sea Breeze,350,Greece,1998,"Ukraine, Off Odessa, Black Sea",46.482526,30.7233095,10/28/98,1998,10,28,10/31/98,1998,10,31,0,0,1,1,0,0,0,0,1,practice international sea peace-keeping interactions in humanitarian and rescue operations,NA,11
mme1711,Sea Breeze 98,Sea Breeze,325,Italy,1998,"Ukraine, Off Odessa, Black Sea",46.482526,30.7233095,10/28/98,1998,10,28,10/31/98,1998,10,31,0,0,1,1,0,0,0,0,1,practice international sea peace-keeping interactions in humanitarian and rescue operations,NA,11
